ПО/не ПО,Код (Соответствие),Комментарий,Версия продукта (Соответствие)
не ПО,KRExperiments,framework,
ПО,Krita,,4.4.8
не ПО,ktrace,framework,
ПО,KubeContext,,2.0.2
непонятно,kubenav,,3.9.0
ПО,Kubernetic,,4.4.0
ПО,Kyocera Print Panel,,5.4.0516
не ПО,L2TP,Расширение ядра,
непонятно,LabelIO,,22.0.0 v1 RUS (3009)
не ПО,language-selector-gnome,компонент,0.204.2
не ПО,LanguageModeling,framework,
ПО,LastPass,,4.113.0
не ПО,LatentSemanticMapping,framework,
ПО,LaTeXiT,,2.16.4
ПО,LaTeXiT,,2.16.5
не ПО,LaunchServices,framework,
ПО,LayOut,,19.3
ПО,Lazarus,,2.2.6
не ПО,LDAP,framework,
ПО,Ldap Admin Tool,,7.4
не ПО,ldap-user-tools,компонент,0.9.5-alt1
не ПО,LearnedFeatures,framework,5.54.8
не ПО,LearnedFeatures,framework,5.54.29
не ПО,LearnedFeatures,framework,3.22.0
не ПО,LearnedFeatures,framework,5.54.30
не ПО,LearnedFeatures,framework,
не ПО,LegacyHandle,framework,
ПО,Lens,,2023.5.310801-latest
ПО,Lens,,2023.1.110749-latest
ПО,Lens,,2023.3.171731-latest
ПО,Lens,,2022.9.280635-latest
ПО,Lens,,2023.3.100736-latest
ПО,Lens,,2023.3.31330-latest
ПО,Lens,,3.6.7
ПО,Lens,,5.4.6-latest.20220428.1
ПО,Lens,,5.5.3-latest.20220602.2
ПО,Lens,,5.5.4-latest.20220609.2
ПО,Lens,,6.0.0-latest.20220728.2
ПО,Lens,,6.0.1-latest.20220810.2
ПО,Lens,,6.0.2-latest.20220908.1
не ПО,Lexicon,framework,
не ПО,lexmark-upd-ppd-files,,1.0-03042021
непонятно,lft,,3.8-alt1
непонятно,lhelp,,0.1
не ПО,Libm,Расширение ядра,
не ПО,LibraryRepair,framework,
не ПО,lifs,Расширение ядра,1.0
не ПО,lifs,Расширение ядра,
не ПО,LiftUI,framework,1.0
не ПО,LiftUI,framework,
не ПО,LighthouseBitacoraFramework,framework,1.0
не ПО,LighthouseBitacoraFramework,framework,
не ПО,LighthouseCoreMLFeatureStore,framework,1.0
не ПО,LighthouseCoreMLFeatureStore,framework,
не ПО,LighthouseCoreMLModelAnalysis,framework,1.0
не ПО,LighthouseCoreMLModelAnalysis,framework,
не ПО,LighthouseCoreMLModelStore,framework,1.0
не ПО,LighthouseCoreMLModelStore,framework,
не ПО,LighthouseModelMonitoring,framework,1.0
не ПО,LighthouseModelMonitoring,framework,
ПО,Lightshot Screenshot,,2.22
ПО,Lightweight PDF,,1.0.4
непонятно,LightweightVolumeManager,,1.1
не ПО,LimitAdTracking,framework,
не ПО,LinguisticData,framework,
не ПО,LinkConfiguration,пакет,
не ПО,LinkManifestTools,framework,1.0
не ПО,LinkManifestTools,framework,
не ПО,LinkMetadata,framework,1.0
не ПО,LinkMetadata,framework,
не ПО,LinkPresentation,framework,
не ПО,LinkServices,framework,1.0
не ПО,LinkServices,framework,
непонятно,lintian,,2.62.0ubuntu2.2
ПО,LiteIDE,,37.4
ПО,LiteManager,,14.0.0
ПО,Live,,11.3.2 (2023-05-10_e3d052445a)
не ПО,LiveExecutionResultsFoundation,framework,1.0
не ПО,LiveExecutionResultsFoundation,framework,
не ПО,LiveExecutionResultsProbe,framework,1.0
не ПО,LiveExecutionResultsProbe,framework,
не ПО,LiveExecutionResultsRuntime,framework,1.0
не ПО,LiveExecutionResultsRuntime,framework,
не ПО,LiveFS,framework,1.0
не ПО,LiveFS,framework,
не ПО,LiveTranscription,framework,1.0
не ПО,LiveTranscription,framework,
непонятно,llvm-10,,1:10.0.0-4ubuntu1
непонятно,llvm-10-dev,,1:10.0.0-4ubuntu1
непонятно,llvm-10-runtime,,1:10.0.0-4ubuntu1
непонятно,llvm-10-tools,,1:10.0.0-4ubuntu1
непонятно,llvm-runtime,,1:10.0-50~exp1
непонятно,lm_sensors3,,3.6.0-alt1
не ПО,lOAccelerator,framework,
не ПО,lOAccelMemorylnfo,framework,
не ПО,lOBIuetooth,framework,
не ПО,lOBIuetoothUI,framework,
непонятно,local-policy,,0.5.0-alt1
не ПО,LocalAuthentication,framework,
не ПО,LocalAuthentication,пакет,
не ПО,LocalAuthenticationEmbeddedUI,framework,1.0
не ПО,LocalAuthenticationEmbeddedUI,framework,
не ПО,LocalAuthenticationRecoveryUI,framework,
не ПО,LocalAuthenticationUI,framework,
непонятно,Localization,,1.0
не ПО,LocalSpeechRecognitionBridge,framework,1.0
не ПО,LocalSpeechRecognitionBridge,framework,
не ПО,LocationSupport,framework,
ПО,Lockdown,,1.0
не ПО,LockoutUI,framework,
ПО,Log-Viewer,,2.1.1
не ПО,LoggingSupport,framework,
ПО,Logi Bolt,,1.2
не ПО,Logi Bolt Uninstaller,деинсталляционный файл,1.2
ПО,Logi Options,,8.20.233
ПО,Logi Options,,10.00.75
ПО,Logi Options,,8.10.64
ПО,Logi Options,,8.50.210
ПО,Logi Options,,9.50.122
ПО,Logi Options,,9.60.116
не ПО,Logi Options Uninstaller,деинсталляционный файл,10.00.75
не ПО,Logi Options Uninstaller,деинсталляционный файл,8.20.233
не ПО,Logi Options Uninstaller,деинсталляционный файл,8.10.64
не ПО,Logi Options Uninstaller,деинсталляционный файл,8.50.210
не ПО,Logi Options Uninstaller,деинсталляционный файл,9.50.122
не ПО,Logi Options Uninstaller,деинсталляционный файл,9.60.116
ПО,Logi Options+,,1.32.363144
ПО,Logi Options+,,1.44.415782
ПО,Logi Options+,,1.46.425296
не ПО,login,framework,
непонятно,LoginItems,,1.0
не ПО,loginKC,пакет,
не ПО,loginsupport,framework,
не ПО,LoginUICore,framework,
не ПО,LoginUIKit,framework,
не ПО,loginwindow,пакет,
не ПО,LogiProGamingKeyboardUpdate_v13,файл обновления,2.21
ПО,Logitech G HUB,,2023.4.407679
ПО,Logitech G HUB,,2023.6.430723
ПО,Logitech Gaming Software,,9.02.22
ПО,Logitech Unifying Software,,1.3.375
не ПО,lOGPU,framework,
непонятно,logsave,,1.45.5-2ubuntu1.1
ПО,LogTransport2,,2.1.2.1652
не ПО,Lookup,framework,
не ПО,LoopKitGeneratedKernels,framework,
не ПО,LowPowerMode,framework,1.0
не ПО,LowPowerMode,framework,
ПО,lp-solve,,5.5.0.15-4build1
непонятно,lsblk,,2.38.1-alt1
непонятно,luksmeta,,9-3
не ПО,LunaHIDServicePlugin,модуль,1.0
не ПО,LunaHIDServicePlugin,модуль,
непонятно,lv2,,1.18.2-alt1
непонятно,lxc-core,,4.0.10-alt1
непонятно,lxc-net,,4.0.10-alt1
непонятно,lxc-runtime,,4.0.10-alt1
ПО,Lync,,14.0.2
ПО,LyX,,2.3.7
непонятно,MacAudio,,340.5
непонятно,MacAudio,,330.2
непонятно,MacAudio,,240.10
не ПО,MachineSettings,framework,
не ПО,MacinTalk,framework,
не ПО,MacJREInstaller,инсталляционный файл,Java 8 Update 261 build 12
не ПО,MacJREInstaller,инсталляционный файл,Java 8 Update 321 build 07
не ПО,MacJREInstaller,инсталляционный файл,Java 8 Update 333 build 02
не ПО,MacJREInstaller,инсталляционный файл,Java 8 Update 341 build 10
не ПО,macOS High Sierra Patcher,патч,2.7.0
ПО,MacPass,,0.8.1
ПО,MacPass,,0.7.12
ПО,Macs Fan Control,,1.5.15
ПО,Macs Fan Control,,1.5.13
ПО,Macs Fan Control,,1.5.8.1
ПО,Macs Fan Control,,1.5.12
ПО,Macs Fan Control,,1.5.14
ПО,Macs Fan Control,,1.5.9
ПО,MacVim,,8.2.2681
ПО,MacVim,,8.2.3455
ПО,MagicPrefs,,2.4.3
ПО,Magnet,,2.10.0
ПО,Magnet,,2.11.0
ПО,Magnet,,2.9.0
ПО,Mahjong !!,,1.12
не ПО,Mail,framework,
непонятно,mailboxes-control,,1.0-alt3
не ПО,MailCore,framework,
не ПО,MailKit,framework,1.0
не ПО,MailKit,framework,
не ПО,MailService,framework,
не ПО,MailSupport,framework,
не ПО,MailUI,framework,
не ПО,MailWebProcessSupport,framework,
непонятно,maintenancetool,,4.5.2
непонятно,make-initrd,,2.24.0-alt2
непонятно,make-initrd-devmapper,,2.24.0-alt2
непонятно,make-initrd-luks,,2.24.0-alt2
непонятно,make-initrd-lvm,,2.24.0-alt2
непонятно,make-initrd-mdadm,,2.24.0-alt2
непонятно,make-initrd-multipath,,2.24.0-alt2
непонятно,make-initrd-ucode,,2.24.0-alt2
не ПО,MallocStackLogging,framework,
ПО,MAMP,,5.7
ПО,MAMP,,6.8
ПО,MAMP PRO,,5.7
ПО,MAMP PRO,,6.8.1
не ПО,ManagedClient,framework,
не ПО,ManagedConfiguration,framework,
не ПО,ManagedEvent,framework,
не ПО,ManagedSettings,framework,66
не ПО,ManagedSettings,framework,84
не ПО,ManagedSettings,framework,28
не ПО,ManagedSettings,framework,90
не ПО,ManagedSettings,framework,
не ПО,ManagedSettingsObjC,framework,66
не ПО,ManagedSettingsObjC,framework,84
не ПО,ManagedSettingsObjC,framework,28
не ПО,ManagedSettingsObjC,framework,90
не ПО,ManagedSettingsObjC,framework,
не ПО,ManagedSettingsSupport,framework,66
не ПО,ManagedSettingsSupport,framework,84
не ПО,ManagedSettingsSupport,framework,28
не ПО,ManagedSettingsSupport,framework,90
не ПО,ManagedSettingsSupport,framework,
не ПО,ManagedSettingsUI,framework,66
не ПО,ManagedSettingsUI,framework,84
не ПО,ManagedSettingsUI,framework,28
не ПО,ManagedSettingsUI,framework,90
не ПО,ManagedSettingsUI,framework,
не ПО,Mangrove,framework,
не ПО,MapKit,framework,
не ПО,MapKit_SwiftUI,framework,
не ПО,MapKitSwiftUI,исполняемый файл Unix,1.0
не ПО,MapKitSwiftUI,исполняемый файл Unix,
не ПО,MapsAnnouncements,пакет,1.0
не ПО,MapsAnnouncements,пакет,
не ПО,MapsSuggestions,framework,
не ПО,MapsSupport,framework,
не ПО,MapsSync,framework,1.0
не ПО,MapsSync,framework,
не ПО,MapsUI,framework,1.0
не ПО,MapsUI,framework,
не ПО,Marco,framework,
ПО,Mark Text,,0.16.3
не ПО,MarkupUI,framework,
не ПО,Marrs,framework,1.0
не ПО,Marrs,framework,
ПО,Marta,,0.8.1
непонятно,MarthaSiri,,1.3.13
не ПО,MaterialKit,framework,1.0
не ПО,MaterialKit,framework,
не ПО,Matter,framework,1.1.2
не ПО,Matter,framework,1.1.5.2
не ПО,Matter,framework,1.1.5.6
не ПО,Matter,framework,
ПО,Mattermost,,5.0.4
непонятно,MauiTTSSpeechBundle,,1.0
не ПО,MBRunCacheCleanup,пакет,
непонятно,mc-data,,3:4.8.24-2ubuntu1
не ПО,mcxalr,Расширение ядра,
не ПО,MCXMechanism,пакет,
не ПО,MDMClientLibrary,framework,1.0
не ПО,MDMClientLibrary,framework,
не ПО,MDSChannel,framework,
не ПО,MechanismBase,framework,
ПО,Media Encoder,,22.0
ПО,Media Encoder,,22.1.1
не ПО,MediaAccessibility,framework,
не ПО,MediaAnalysis,framework,1.0
не ПО,MediaAnalysis,framework,
не ПО,MediaAnalysisAccess,framework,1.0
не ПО,MediaAnalysisAccess,framework,
не ПО,MediaAnalysisServices,framework,1.0
не ПО,MediaAnalysisServices,framework,
не ПО,MediaControlSender,framework,
не ПО,MediaConversionService,framework,
не ПО,MediaCorelll,framework,
непонятно,MediaCoreUI,,1.0
не ПО,MediaExperience,framework,
не ПО,MediaFoundation,framework,1.0
не ПО,MediaFoundation,framework,
не ПО,MediaGroups,framework,1.0
не ПО,MediaGroups,framework,
не ПО,MediaGroupsDaemon,framework,1.0
не ПО,MediaGroupsDaemon,framework,
не ПО,MediaKit,framework,
не ПО,MediaLibrary,framework,
не ПО,MediaMiningKit,framework,
не ПО,MediaPlaybackCore,framework,
не ПО,MediaPlayer,framework,
не ПО,MediaRemote,framework,
не ПО,MediaRemoteDaemonServices,framework,1.0
не ПО,MediaRemoteDaemonServices,framework,
не ПО,MediaServices,framework,
не ПО,MediaSetup,framework,1.0
не ПО,MediaSetup,framework,
не ПО,MediaStream,framework,
не ПО,MediaToolbox,framework,
ПО,Meeter,,1.9.8
ПО,MeetingBar,,4.0.6
ПО,Memory Cleaner,,4.5
не ПО,memory-slot-support,пакет,
ПО,MemoryAnalyzer,,1.9.2
ПО,MemoryAnalyzer,,1.12.0
ПО,MemoryAnalyzer,,1.13.0
ПО,MemoryAnalyzer,,1.14.0
не ПО,MemoryDiagnostics,framework,1.0
не ПО,MemoryDiagnostics,framework,
не ПО,MemoryMonitor,модуль,
ПО,MenuMeters,,2.1.6.1
ПО,MEP Modeler,,22.0.0 v1 RUS (3009)
ПО,Mercury,,1.0
непонятно,Merge Engine,,22.0.0 v1 RUS (3009)
ПО,Merlin Project,,8.1.8
непонятно,MeshImport,,22.0.0 v1 RUS (3009)
непонятно,MeshIn,,22.0.0 v1 RUS (3009)
не ПО,Message,framework,
не ПО,MessagelllMacHelper,framework,
не ПО,MessageProtection,framework,
не ПО,Messages,framework,
не ПО,MessagesBlastDoorSupport,framework,1.0
не ПО,MessagesBlastDoorSupport,framework,
не ПО,MessagesCloudSync,framework,1.0
не ПО,MessagesCloudSync,framework,
не ПО,MessageSecurity,framework,
не ПО,MessagesFlowDelegatePlugin,пакет,1.0
не ПО,MessagesFlowDelegatePlugin,пакет,
не ПО,MessagesHelperKit,framework,
не ПО,MessagesKit,framework,
не ПО,MessagesSupport,framework,1.0
не ПО,MessagesSupport,framework,
не ПО,MessagesUIPlugin,пакет,1.0
не ПО,MessagesUIPlugin,пакет,
не ПО,MessageUI,framework,
не ПО,Metadata,framework,
не ПО,MetadataUtilities,framework,
не ПО,Metal,framework,
не ПО,MetalFX,framework,18.14
не ПО,MetalFX,framework,18.13
не ПО,MetalFX,framework,
не ПО,MetalKit,framework,
не ПО,MetalPerformanceShaders,framework,
не ПО,MetalPerformanceShadersGraph,framework,1.0
не ПО,MetalPerformanceShadersGraph,framework,
не ПО,MetalSerializer,framework,1.0
не ПО,MetalSerializer,framework,
непонятно,metalterator,,1.3-alt1
не ПО,MetalTools,framework,
не ПО,MetricKit,framework,
не ПО,MetricKitCore,framework,
не ПО,MetricKitServices,framework,
не ПО,MetricKitSource,framework,
не ПО,MetricMeasurement,framework,
не ПО,MetricsKit,framework,2.8.5
не ПО,MetricsKit,framework,2.7.4
не ПО,MetricsKit,framework,
ПО,MF Toolbox,,2.15.7
не ПО,MFAAuthentication,framework,
не ПО,MFiAuthentication,framework,
ПО,Microsoft Edge,,114.0.1823.51
ПО,Microsoft Edge,,115.0.1901.188
ПО,Microsoft Edge,,114.0.1823.82
ПО,Microsoft Edge,,114.0.1823.79
ПО,Microsoft Edge,,115.0.1901.183
ПО,Microsoft Edge Canary,,100.0.1175.0
ПО,Microsoft Remote Desktop,,10.7.10
ПО,Microsoft Remote Desktop,,10.7.6
ПО,Microsoft Remote Desktop,,10.8.0
ПО,Microsoft Remote Desktop,,10.8.2
ПО,Microsoft Remote Desktop,,10.8.4
ПО,Microsoft Remote Desktop,,10.7.1
ПО,Microsoft Remote Desktop,,10.8.1
ПО,Microsoft Remote Desktop,,10.4.1
ПО,Microsoft Remote Desktop,,10.6.6
ПО,Microsoft Remote Desktop,,10.6.7
ПО,Microsoft Remote Desktop,,10.6.8
ПО,Microsoft Remote Desktop,,10.7.7
ПО,Microsoft Remote Desktop,,10.7.9
ПО,Microsoft Remote Desktop,,10.8.3
ПО,Microsoft Remote Desktop Beta,,10.6.0
ПО,Microsoft Remote Desktop Beta,,10.7.9
ПО,Microsoft Remote Desktop Beta,,10.7.7
ПО,Microsoft Remote Desktop Beta,,10.8.0
ПО,Microsoft Remote Desktop Beta,,10.8.1
ПО,Microsoft Remote Desktop Beta,,10.8.2
ПО,Microsoft Remote Desktop Beta,,10.8.3
ПО,Microsoft Teams,,1.00.511157
ПО,Microsoft Teams,,1.00.318164
ПО,Microsoft Teams,,1.00.328778
ПО,Microsoft Teams,,1.00.333671
ПО,Microsoft Teams,,1.00.404971
ПО,Microsoft Teams,,1.00.416263
ПО,Microsoft Teams,,1.00.422368
ПО,Microsoft Teams,,1.00.607354
ПО,Microsoft Windows Server 2019 Datacenter,,10.0.17763
непонятно,MIL,,4.28
непонятно,MIL,,3.6
не ПО,MilAneflow,framework,1.0
не ПО,MilAneflow,framework,
непонятно,Milena,,7.0.2
ПО,miMind,,3.13
ПО,MindManager,,13.2.204
ПО,MindNode,,2022.4.2
ПО,Minecraft Launcher,,1.1.28
ПО,Minecraft Launcher,,1.2.4
ПО,Mini Calendar,,1.5.8
не ПО,MiniLauncherPlugin,пакет,
ПО,MiniPlay,,1.4.7
не ПО,MiniSoftwareUpdate,framework,
ПО,Miro,,0.7.30
ПО,Miro,,0.7.0
ПО,Miro,,0.7.2
ПО,Miro,,0.7.25
ПО,Miro,,0.7.5
ПО,MKPlayer,,1.5.3
не ПО,MLAssetIO,framework,1.0
не ПО,MLAssetIO,framework,
не ПО,MLCompilerRuntime,framework,
не ПО,MLCompute,framework,1.0
не ПО,MLCompute,framework,
не ПО,MlL,framework,
не ПО,MLRuntime,framework,1.0
не ПО,MLRuntime,framework,
не ПО,MMCS,framework,
не ПО,MMCSServices,framework,
непонятно,MMXCore,,22.5
ПО,Mobile Mouse Server,,3.6.0
не ПО,MobileAccessoryUpdater,framework,
не ПО,MobileActivationMacOS,framework,
не ПО,MobileAsset,framework,
не ПО,MobileAssetUpdater,framework,
не ПО,MobileBluetooth,framework,
не ПО,MobileContainerManager,framework,1.0
не ПО,MobileContainerManager,framework,
не ПО,MobileCoreServices,framework,
непонятно,MobileDevices-0001,,1.0
непонятно,MobileDevices-0002,,1.0
непонятно,MobileDevices-0003,,1.0
непонятно,MobileDevices-0004,,1.0
непонятно,MobileDevices-0005,,1.0
не ПО,MobileInstallation,framework,2.0
не ПО,MobileInstallation,framework,
не ПО,MobileKeyBag,framework,
не ПО,MobileKeyBagLockState,модуль,
не ПО,Mobilelcons,framework,
не ПО,MobileObliteration,framework,262.60.2
не ПО,MobileObliteration,framework,267.100.14
не ПО,MobileObliteration,framework,233.100.6
не ПО,MobileObliteration,framework,267.120.5
не ПО,MobileObliteration,framework,
не ПО,MobileSafariFramework,исполняемый файл Unix,1.0
не ПО,MobileSafariFramework,исполняемый файл Unix,
не ПО,MobileSafariSettings,исполняемый файл Unix,1.0
не ПО,MobileSafariSettings,исполняемый файл Unix,
не ПО,MobileSafariUI,исполняемый файл Unix,1.0
не ПО,MobileSafariUI,исполняемый файл Unix,
не ПО,MobileSoftwareUpdate,framework,2.0
не ПО,MobileSoftwareUpdate,framework,
не ПО,MobileStorage,framework,1.0
не ПО,MobileStorage,framework,
не ПО,MobileStoreDemoCore,framework,1.0
не ПО,MobileStoreDemoCore,framework,
не ПО,MobileSystemServices,framework,1.0
не ПО,MobileSystemServices,framework,
не ПО,MobileTimer,framework,
не ПО,MobileTimer-Assistant,исполняемый файл Unix,1.0
не ПО,MobileTimer-Assistant,исполняемый файл Unix,
не ПО,MobileTimerUI,framework,
не ПО,MobileTimerUIFramework,исполняемый файл Unix,1.0
не ПО,MobileTimerUIFramework,исполняемый файл Unix,
ПО,mocha shape converter for AE,,6.0.0
ПО,mocha shape for After Effects,,4.0.2
ПО,Mockoon,,1.11.0
не ПО,ModellO,framework,
не ПО,ModuleBase,framework,
не ПО,Mondrian,framework,
ПО,MongoDB Compass,,1.20.5
ПО,MongoDB Compass Community,,1.20.0
не ПО,MonitorPanel,framework,
ПО,Monokle,,2.3.1
ПО,Monosnap,,5.1.9
не ПО,Monterey,настройка заставки macOS,1.0
не ПО,Monterey,настройка заставки macOS,
не ПО,Montreal,framework,
ПО,Moped,,1.8.5
не ПО,MorphunAssets,framework,1.0
не ПО,MorphunAssets,framework,
не ПО,MorphunSwift,framework,1.0
не ПО,MorphunSwift,framework,
ПО,Mos,,3.4.1
не ПО,MotionSensorLogging,framework,0
не ПО,MotionSensorLogging,framework,
не ПО,MouseExtension,расширение программ и систем,1.0
не ПО,MouseExtension,расширение программ и систем,
непонятно,mousepad,,0.4.2-1
не ПО,MouseUAUPlugin,пакет,
ПО,Movavi Screen Recorder 11,,11.7.0
ПО,Movavi Screen Recorder 21,,21.0.2
ПО,Movavi Screen Recorder 21,,21.5.0
ПО,Movavi Screen Recorder 22,,22.3.0
ПО,Movavi Screen Recorder 22,,22.5.0
не ПО,Movavi Sound Grabber Uninstaller,деинсталляционный файл,3.0
ПО,Movavi Video Editor Plus 2022,,22.0.0
ПО,MovieMator Video Editor,,3.2.0
